import time: self [us] | cumulative | imported package
import time:     42640 |      42640 |                 scipy._lib.array_api_compat.common._fft
import time:     30257 |      72896 |               scipy._lib.array_api_compat.numpy.fft
import time:     48579 |    5052053 |             scipy._lib.array_api_compat.numpy
import time:     41405 |      41405 |             scipy._lib._sparse
import time:     28918 |      28918 |                 pkgutil
import time:      2430 |       2430 |                   _pyrepl
import time:      1582 |       4011 |                 _pyrepl.pager
import time:      5848 |      38776 |               pydoc
import time:      5004 |      43780 |             scipy._lib._docscrape
import time:      3811 |    5267120 |           scipy._lib._array_api
import time:      4062 |    5271181 |         scipy._lib._util
import time:    218231 |    5496109 |       scipy.linalg._cythonized_array_utils
import time:     58116 |      58116 |         scipy.linalg._decomp
import time:      6190 |       6190 |         scipy.linalg._decomp_svd
import time:     51832 |      51832 |         scipy.linalg._solve_toeplitz
import time:     58306 |     174442 |       scipy.linalg._basic
import time:      2129 |       2129 |         scipy.linalg._decomp_lu_cython
import time:     31071 |      33199 |       scipy.linalg._decomp_lu
import time:     26022 |      26022 |       scipy.linalg._decomp_ldl
import time:      8179 |       8179 |       scipy.linalg._decomp_cholesky
import time:     31179 |      31179 |       scipy.linalg._decomp_qr
import time:     29056 |      29056 |       scipy.linalg._decomp_qz
import time:     49447 |      49447 |       scipy.linalg._decomp_schur
import time:     48009 |      48009 |       scipy.linalg._decomp_polar
import time:      1111 |       1111 |         scipy._lib.deprecation
import time:      3102 |       3102 |         scipy.linalg._expm_frechet
import time:     24029 |      24029 |         scipy.linalg._matfuncs_schur_sqrtm
import time:     22806 |      22806 |         scipy.linalg._matfuncs_expm
import time:     28595 |      28595 |         scipy.linalg._linalg_pythran
import time:     27987 |     107628 |       scipy.linalg._matfuncs
import time:     46688 |      46688 |       scipy.linalg._special_matrices
import time:     49707 |      49707 |       scipy.linalg._solvers
import time:     27171 |      27171 |       scipy.linalg._procrustes
import time:      1547 |       1547 |         scipy.linalg.cython_blas
import time:     36529 |      38076 |       scipy.linalg._decomp_update
import time:     50319 |      50319 |             scipy.sparse._sputils
import time:     45708 |      45708 |             scipy.sparse._matrix
import time:     45698 |     141724 |           scipy.sparse._base
import time:     25130 |      25130 |             scipy.sparse._sparsetools
import time:     24603 |      24603 |               scipy.sparse._data
import time:      1645 |       1645 |               scipy.sparse._index
import time:     23332 |      49578 |             scipy.sparse._compressed
import time:     42152 |     116860 |           scipy.sparse._csr
import time:      1734 |       1734 |           scipy.sparse._csc
import time:     28300 |      28300 |             scipy.sparse._csparsetools
import time:      3358 |      31657 |           scipy.sparse._lil
import time:     30628 |      30628 |           scipy.sparse._dok
import time:     48301 |      48301 |           scipy.sparse._coo
import time:     47609 |      47609 |           scipy.sparse._dia
import time:     41786 |      41786 |           scipy.sparse._bsr
import time:     46766 |      46766 |           scipy.sparse._construct
import time:     46046 |      46046 |           scipy.sparse._extract
import time:      1307 |       1307 |           scipy.sparse._matrix_io
import time:       949 |        949 |           scipy.sparse.base
import time:       874 |        874 |           scipy.sparse.bsr
import time:       878 |        878 |           scipy.sparse.compressed
import time:       901 |        901 |           scipy.sparse.construct
import time:       869 |        869 |           scipy.sparse.coo
import time:       836 |        836 |           scipy.sparse.csc
import time:       899 |        899 |           scipy.sparse.csr
import time:      1419 |       1419 |           scipy.sparse.data
import time:     45284 |      45284 |           scipy.sparse.dia
import time:      1270 |       1270 |           scipy.sparse.dok
import time:      1132 |       1132 |           scipy.sparse.extract
import time:      1062 |       1062 |           scipy.sparse.lil
import time:     14066 |      14066 |           scipy.sparse.sparsetools
import time:     43221 |      43221 |           scipy.sparse.sputils
import time:     47909 |     715974 |         scipy.sparse
import time:     11385 |     727358 |       scipy.linalg._sketches
import time:     49691 |      49691 |       scipy.linalg._decomp_cossin
import time:     37583 |      37583 |       scipy.linalg.decomp
import time:     24293 |      24293 |       scipy.linalg.decomp_cholesky
import time:      1829 |       1829 |       scipy.linalg.decomp_lu
import time:      2662 |       2662 |       scipy.linalg.decomp_qr
import time:      2933 |       2933 |       scipy.linalg.decomp_svd
import time:     36235 |      36235 |       scipy.linalg.decomp_schur
import time:     45788 |      45788 |       scipy.linalg.basic
import time:      1320 |       1320 |       scipy.linalg.misc
import time:     43296 |      43296 |       scipy.linalg.special_matrices
import time:     21330 |      21330 |       scipy.linalg.matfuncs
import time:     29842 |    7441266 |     scipy.linalg
import time:     20891 |      20891 |           scipy.sparse.linalg._interface
import time:     40667 |      40667 |           scipy.sparse.linalg._isolve.utils
import time:     78019 |     139575 |         scipy.sparse.linalg._isolve.iterative
import time:     52208 |      52208 |         scipy.sparse.linalg._isolve.minres
import time:     37843 |      37843 |           scipy.sparse.linalg._isolve._gcrotmk
import time:     23566 |      61408 |         scipy.sparse.linalg._isolve.lgmres
import time:      3737 |       3737 |         scipy.sparse.linalg._isolve.lsqr
import time:      1256 |       1256 |         scipy.sparse.linalg._isolve.lsmr
import time:     39670 |      39670 |         scipy.sparse.linalg._isolve.tfqmr
import time:     25950 |     323801 |       scipy.sparse.linalg._isolve
import time:     30881 |      30881 |           scipy.sparse.linalg._dsolve._superlu
import time:       778 |        778 |             scikits
import time:        83 |        860 |           scikits.umfpack
import time:     49775 |      81515 |         scipy.sparse.linalg._dsolve.linsolve
import time:      1376 |       1376 |         scipy.sparse.linalg._dsolve._add_newdocs
import time:     37119 |     120008 |       scipy.sparse.linalg._dsolve
import time:     64473 |      64473 |               scipy._lib.decorator
import time:     47912 |     112385 |             scipy._lib._threadsafety
import time:     23717 |      23717 |             scipy.sparse.linalg._eigen.arpack._arpack
import time:     50366 |     186467 |           scipy.sparse.linalg._eigen.arpack.arpack
import time:     46676 |     233142 |         scipy.sparse.linalg._eigen.arpack
import time:     46124 |      46124 |           scipy.sparse.linalg._eigen.lobpcg.lobpcg
import time:      2696 |      48819 |         scipy.sparse.linalg._eigen.lobpcg
import time:       874 |        874 |             scipy.sparse.linalg._propack
import time:     44368 |      44368 |             scipy.sparse.linalg._propack._spropack
import time:     24929 |      24929 |             scipy.sparse.linalg._propack._dpropack
import time:      3233 |       3233 |             scipy.sparse.linalg._propack._cpropack
import time:     25634 |      25634 |             scipy.sparse.linalg._propack._zpropack
import time:     40896 |     139932 |           scipy.sparse.linalg._svdp
import time:     32000 |     171931 |         scipy.sparse.linalg._eigen._svds
import time:      1495 |     455387 |       scipy.sparse.linalg._eigen
import time:     56282 |      56282 |           scipy.sparse.linalg._onenormest
import time:     22347 |      78628 |         scipy.sparse.linalg._expm_multiply
import time:     49685 |     128313 |       scipy.sparse.linalg._matfuncs
import time:     28082 |      28082 |       scipy.sparse.linalg._norm
import time:     48628 |      48628 |       scipy.sparse.linalg._special_sparse_arrays
import time:     21116 |      21116 |       scipy.sparse.linalg.isolve
import time:      1267 |       1267 |       scipy.sparse.linalg.dsolve
import time:       976 |        976 |       scipy.sparse.linalg.interface
import time:       958 |        958 |       scipy.sparse.linalg.eigen
import time:      4190 |       4190 |       scipy.sparse.linalg.matfuncs
import time:     44279 |    1177001 |     scipy.sparse.linalg
import time:     47105 |      47105 |       scipy.optimize._dcsrch
import time:     43674 |      90779 |     scipy.optimize._linesearch
import time:     23515 |      23515 |       scipy.optimize._group_columns
import time:      1369 |       1369 |           scipy._lib.array_api_extra._lib
import time:      1727 |       1727 |               scipy._lib.array_api_extra._lib._utils
import time:     49080 |      49080 |                 scipy._lib._array_api_compat_vendor
import time:     63025 |     112105 |               scipy._lib.array_api_extra._lib._utils._compat
import time:     45432 |      45432 |                 scipy._lib.array_api_extra._lib._utils._typing
import time:     53395 |      98826 |               scipy._lib.array_api_extra._lib._utils._helpers
import time:      2005 |     214662 |             scipy._lib.array_api_extra._lib._at
import time:      1835 |     216496 |           scipy._lib.array_api_extra._lib._funcs
import time:     20603 |     238468 |         scipy._lib.array_api_extra._delegation
import time:     49647 |      49647 |         scipy._lib.array_api_extra._lib._lazy
import time:     51599 |     339713 |       scipy._lib.array_api_extra
import time:     55009 |     418236 |     scipy.optimize._numdiff
import time:     42698 |      42698 |       scipy.optimize._hessian_update_strategy
import time:     48328 |      91025 |     scipy.optimize._differentiable_functions
import time:     36256 |    9254561 |   scipy.optimize._optimize
import time:     52217 |      52217 |       scipy.optimize._trustregion
import time:     59715 |     111931 |     scipy.optimize._trustregion_dogleg
import time:     37971 |      37971 |     scipy.optimize._trustregion_ncg
import time:     35256 |      35256 |           scipy._lib.messagestream
import time:     20189 |      55445 |         scipy.optimize._trlib._trlib
import time:     45963 |     101408 |       scipy.optimize._trlib
import time:     46055 |     147462 |     scipy.optimize._trustregion_krylov
import time:     44566 |      44566 |     scipy.optimize._trustregion_exact
import time:     41534 |      41534 |         scipy.optimize._constraints
import time:       621 |        621 |               sksparse
import time:        84 |        704 |             sksparse.cholmod
import time:     24566 |      25270 |           scipy.optimize._trustregion_constr.projections
import time:      1224 |       1224 |           scipy.optimize._trustregion_constr.qp_subproblem
import time:      3393 |      29885 |         scipy.optimize._trustregion_constr.equality_constrained_sqp
import time:      1297 |       1297 |         scipy.optimize._trustregion_constr.canonical_constraint
import time:      1609 |       1609 |         scipy.optimize._trustregion_constr.tr_interior_point
import time:      8521 |       8521 |         scipy.optimize._trustregion_constr.report
import time:     27094 |     109938 |       scipy.optimize._trustregion_constr.minimize_trustregion_constr
import time:     39678 |     149616 |     scipy.optimize._trustregion_constr
import time:     21976 |      21976 |       scipy.optimize._lbfgsb
import time:     18529 |      40505 |     scipy.optimize._lbfgsb_py
import time:      1930 |       1930 |       scipy.optimize._moduleTNC
import time:      2083 |       4013 |     scipy.optimize._tnc
import time:      1344 |       1344 |     scipy.optimize._cobyla_py
import time:     53183 |      53183 |     scipy.optimize._cobyqa_py
import time:      2046 |       2046 |       scipy.optimize._slsqplib
import time:      1604 |       3650 |     scipy.optimize._slsqp_py
import time:     42459 |     636695 |   scipy.optimize._minimize
import time:     33110 |      33110 |       scipy.optimize._minpack
import time:     41563 |      41563 |             scipy.optimize._lsq.common
import time:     26129 |      67692 |           scipy.optimize._lsq.trf
import time:     27467 |      27467 |           scipy.optimize._lsq.dogbox
import time:     22717 |     117874 |         scipy.optimize._lsq.least_squares
import time:      1521 |       1521 |             scipy.optimize._lsq.givens_elimination
import time:      1485 |       3005 |           scipy.optimize._lsq.trf_linear
import time:      1170 |       1170 |           scipy.optimize._lsq.bvls
import time:     41262 |      45436 |         scipy.optimize._lsq.lsq_linear
import time:     45975 |     209285 |       scipy.optimize._lsq
import time:      2048 |     244442 |     scipy.optimize._minpack_py
import time:      1186 |       1186 |     scipy.optimize._spectral
import time:      5584 |       5584 |     scipy.optimize._nonlin
import time:      1379 |     252590 |   scipy.optimize._root
import time:      2772 |       2772 |       scipy.optimize._zeros
import time:      1693 |       4465 |     scipy.optimize._zeros_py
import time:      1418 |       5882 |   scipy.optimize._root_scalar
import time:     48925 |      48925 |   scipy.optimize._nnls
import time:     46349 |      46349 |   scipy.optimize._basinhopping
import time:     46401 |      46401 |         scipy.optimize._highspy
import time:     38481 |      38481 |         scipy.optimize._highspy._core
import time:     23241 |      23241 |         scipy.optimize._highspy._highs_options
import time:      3507 |     111628 |       scipy.optimize._highspy._highs_wrapper
import time:     38701 |     150329 |     scipy.optimize._linprog_highs
import time:       682 |        682 |                     uarray
import time:      1632 |       1632 |                         scipy._lib._uarray._uarray
import time:      4755 |       6386 |                       scipy._lib._uarray._backend
import time:      1872 |       8258 |                     scipy._lib._uarray
import time:      3368 |      12307 |                   scipy._lib.uarray
import time:     52184 |      64491 |                 scipy.fft._basic
import time:     51794 |      51794 |                 scipy.fft._realtransforms
import time:     42691 |      42691 |                       scipy.special._sf_error
import time:     21511 |      21511 |                         scipy.special._ufuncs_cxx
import time:     31105 |      31105 |                         scipy.special._ellip_harm_2
import time:     27590 |      27590 |                         scipy.special._special_ufuncs
import time:     22835 |      22835 |                         scipy.special._gufuncs
import time:     31462 |     134501 |                       scipy.special._ufuncs
import time:     86297 |      86297 |                       scipy.special._support_alternative_backends
import time:      1303 |       1303 |                         scipy.special._input_validation
import time:      1899 |       1899 |                         scipy.special._specfun
import time:     28925 |      28925 |                         scipy.special._comb
import time:     48523 |      48523 |                         scipy.special._multiufuncs
import time:     24572 |     105219 |                       scipy.special._basic
import time:     24815 |      24815 |                       scipy.special._logsumexp
import time:      2109 |       2109 |                       scipy.special._orthogonal
import time:      1324 |       1324 |                       scipy.special._spfun_stats
import time:      1534 |       1534 |                       scipy.special._ellip_harm
import time:      1356 |       1356 |                       scipy.special._lambertw
import time:      1423 |       1423 |                       scipy.special._spherical_bessel
import time:      2476 |       2476 |                       scipy.special.add_newdocs
import time:      1004 |       1004 |                       scipy.special.basic
import time:       962 |        962 |                       scipy.special.orthogonal
import time:     37756 |      37756 |                       scipy.special.specfun
import time:     46702 |      46702 |                       scipy.special.sf_error
import time:     44956 |      44956 |                       scipy.special.spfun_stats
import time:     51223 |     586342 |                     scipy.special
import time:     45725 |     632067 |                   scipy.fft._fftlog_backend
import time:     46588 |     678654 |                 scipy.fft._fftlog
import time:      1817 |       1817 |                       scipy.fft._pocketfft.pypocketfft
import time:      1137 |       1137 |                       scipy.fft._pocketfft.helper
import time:      1550 |       4504 |                     scipy.fft._pocketfft.basic
import time:      1010 |       1010 |                     scipy.fft._pocketfft.realtransforms
import time:      2886 |       8400 |                   scipy.fft._pocketfft
import time:     46972 |      55372 |                 scipy.fft._helper
import time:     68310 |      68310 |                   scipy.fft._basic_backend
import time:      1340 |       1340 |                   scipy.fft._realtransforms_backend
import time:      1654 |      71304 |                 scipy.fft._backend
import time:      1497 |     923108 |               scipy.fft
import time:      1951 |     925059 |             scipy.linalg._decomp_interpolative
import time:     47351 |     972410 |           scipy.linalg.interpolative
import time:     25255 |     997664 |         scipy.optimize._remove_redundancy
import time:      2695 |    1000358 |       scipy.optimize._linprog_util
import time:     22182 |      22182 |       sksparse
import time:       764 |        764 |         scikits
import time:        74 |        838 |       scikits.umfpack
import time:     46946 |    1070321 |     scipy.optimize._linprog_ip
import time:      1424 |       1424 |     scipy.optimize._linprog_simplex
import time:      1660 |       1660 |       scipy.optimize._bglu_dense
import time:      1456 |       3116 |     scipy.optimize._linprog_rs
import time:     25376 |      25376 |     scipy.optimize._linprog_doc
import time:     26878 |    1277442 |   scipy.optimize._linprog
import time:      1676 |       1676 |   scipy.optimize._lsap
import time:     46928 |      46928 |   scipy.optimize._differentialevolution
import time:      1851 |       1851 |     scipy.optimize._pava_pybind
import time:     23160 |      25010 |   scipy.optimize._isotonic
import time:      3346 |       3346 |       scipy.spatial._ckdtree
import time:      1920 |       5266 |     scipy.spatial._kdtree
import time:     28288 |      28288 |     scipy.spatial._qhull
import time:     19414 |      19414 |       scipy.spatial._voronoi
import time:     43202 |      62616 |     scipy.spatial._spherical_voronoi
import time:     49540 |      49540 |     scipy.spatial._plotutils
import time:     64926 |      64926 |     scipy.spatial._procrustes
import time:      1452 |       1452 |         scipy.spatial._hausdorff
import time:     27966 |      27966 |         scipy.spatial._distance_pybind
import time:     26186 |      26186 |         scipy.spatial._distance_wrap
import time:     67483 |     123086 |       scipy.spatial.distance
import time:     44977 |     168062 |     scipy.spatial._geometric_slerp
import time:     43966 |      43966 |     scipy.spatial.ckdtree
import time:      1346 |       1346 |     scipy.spatial.kdtree
import time:       952 |        952 |     scipy.spatial.qhull
import time:     59308 |      59308 |               scipy.constants._codata
import time:     50848 |      50848 |               scipy.constants._constants
import time:     22113 |      22113 |               scipy.constants.codata
import time:     42432 |      42432 |               scipy.constants.constants
import time:      3470 |     178169 |             scipy.constants
import time:      1754 |     179923 |           scipy.spatial.transform._rotation_groups
import time:      3032 |     182954 |         scipy.spatial.transform._rotation
import time:      2122 |     185075 |       scipy.spatial.transform._rigid_transform
import time:      1485 |       1485 |       scipy.spatial.transform._rotation_spline
import time:     65111 |      65111 |       scipy.spatial.transform.rotation
import time:      1122 |     252792 |     scipy.spatial.transform
import time:     27833 |      27833 |       scipy.optimize._shgo_lib
import time:      1598 |       1598 |       scipy.optimize._shgo_lib._vertex
import time:      1853 |      31283 |     scipy.optimize._shgo_lib._complex
import time:      4598 |     713629 |   scipy.optimize._shgo
import time:      3096 |       3096 |   scipy.optimize._dual_annealing
import time:     25353 |      25353 |   scipy.optimize._qap
import time:     17746 |      17746 |     scipy.optimize._direct
import time:     37560 |      55306 |   scipy.optimize._direct_py
import time:     36509 |      36509 |   scipy.optimize._milp
import time:      1881 |       1881 |   scipy.optimize.cobyla
import time:      1123 |       1123 |   scipy.optimize.lbfgsb
import time:     76856 |      76856 |   scipy.optimize.linesearch
import time:     46026 |      46026 |   scipy.optimize.minpack
import time:     49953 |      49953 |   scipy.optimize.minpack2
import time:      2863 |       2863 |   scipy.optimize.moduleTNC
import time:      1119 |       1119 |   scipy.optimize.nonlin
import time:      1037 |       1037 |   scipy.optimize.optimize
import time:      1035 |       1035 |   scipy.optimize.slsqp
import time:      1076 |       1076 |   scipy.optimize.tnc
import time:     51719 |      51719 |   scipy.optimize.zeros
import time:     57580 |   13053668 | scipy.optimize
import time:      1264 |       1264 |       scipy.signal._sigtools
import time:     52666 |      52666 |           scipy._lib.doccer
import time:     51884 |     104550 |         scipy.signal.windows._windows
import time:     51166 |      51166 |         scipy.signal.windows.windows
import time:     45696 |     201411 |       scipy.signal.windows
import time:     42776 |      42776 |       scipy.signal._waveforms
import time:      1843 |       1843 |         scipy.signal._max_len_seq_inner
import time:     20258 |      22100 |       scipy.signal._max_len_seq
import time:      1705 |       1705 |         scipy.signal._upfirdn_apply
import time:      1243 |       2947 |       scipy.signal._upfirdn
import time:     26086 |      26086 |       scipy.signal._spline
import time:      3808 |       3808 |                     scipy.interpolate._fitpack
import time:     27304 |      27304 |                     scipy.interpolate._dfitpack
import time:      1465 |      32577 |                   scipy.interpolate._fitpack_impl
import time:      1763 |       1763 |                     scipy.interpolate._dierckx
import time:     32333 |      34095 |                   scipy.interpolate._bsplines
import time:      1418 |      68089 |                 scipy.interpolate._fitpack_py
import time:     50043 |      50043 |                 scipy.interpolate._polyint
import time:     26891 |      26891 |                 scipy.interpolate._ppoly
import time:     21220 |      21220 |                 scipy.interpolate._interpnd
import time:      3059 |     169300 |               scipy.interpolate._interpolate
import time:     48219 |      48219 |               scipy.interpolate._fitpack2
import time:     46811 |      46811 |               scipy.interpolate._rbf
import time:     30812 |      30812 |                 scipy.interpolate._rbfinterp_pythran
import time:     22199 |      53010 |               scipy.interpolate._rbfinterp
import time:      1955 |       1955 |               scipy.interpolate._cubic
import time:      1174 |       1174 |               scipy.interpolate._ndgriddata
import time:      1353 |       1353 |               scipy.interpolate._fitpack_repro
import time:     22213 |      22213 |               scipy.interpolate._pade
import time:     18108 |      18108 |                 scipy.interpolate._rgi_cython
import time:     47243 |      47243 |                 scipy.interpolate._ndbspline
import time:     43667 |     109018 |               scipy.interpolate._rgi
import time:      1781 |       1781 |               scipy.interpolate._bary_rational
import time:     10758 |      10758 |               scipy.interpolate.fitpack
import time:     26724 |      26724 |               scipy.interpolate.fitpack2
import time:     67668 |      67668 |               scipy.interpolate.interpolate
import time:     50267 |      50267 |               scipy.interpolate.ndgriddata
import time:     43883 |      43883 |               scipy.interpolate.polyint
import time:      3379 |       3379 |               scipy.interpolate.rbf
import time:      2513 |       2513 |               scipy.interpolate.interpnd
import time:     27900 |     687918 |             scipy.interpolate
import time:     25942 |      25942 |               scipy.signal._arraytools
import time:      1388 |       1388 |               scipy.signal._polyutils
import time:     45397 |      72726 |             scipy.signal._filter_design
import time:     47949 |      47949 |             scipy.signal._lti_conversion
import time:      3037 |     811628 |           scipy.signal._ltisys
import time:      1306 |       1306 |                 scipy.ndimage._ni_support
import time:      1230 |       1230 |                 scipy.ndimage._nd_image
import time:      1175 |       1175 |                 scipy.ndimage._ni_docstrings
import time:      1087 |       1087 |                 scipy.ndimage._rank_filter_1d
import time:     49014 |      53811 |               scipy.ndimage._filters
import time:      2385 |       2385 |               scipy.ndimage._fourier
import time:      4906 |       4906 |               scipy.ndimage._interpolation
import time:     20571 |      20571 |                 scipy.ndimage._ni_label
import time:     43252 |      43252 |                 scipy.ndimage._morphology
import time:     45353 |     109174 |               scipy.ndimage._measurements
import time:     49787 |     220061 |             scipy.ndimage._ndimage_api
import time:      1420 |       1420 |             scipy.ndimage._delegators
import time:      2260 |     223740 |           scipy.ndimage._support_alternative_backends
import time:       918 |        918 |           scipy.ndimage.filters
import time:       843 |        843 |           scipy.ndimage.fourier
import time:       848 |        848 |           scipy.ndimage.interpolation
import time:       868 |        868 |           scipy.ndimage.measurements
import time:       859 |        859 |           scipy.ndimage.morphology
import time:     50173 |      50173 |           scipy.signal._fir_filter_design
import time:      2227 |       2227 |           scipy.signal._sosfilt
import time:     48250 |    1140349 |         scipy.signal._signaltools
import time:     50738 |    1191087 |       scipy.signal._spline_filters
import time:     24243 |      24243 |       scipy.signal._savitzky_golay
import time:     48814 |      48814 |         scipy.signal._short_time_fft
import time:      1831 |      50645 |       scipy.signal._spectral_py
import time:     40522 |      40522 |         scipy.signal._wavelets
import time:      4145 |       4145 |           scipy.stats._warnings_errors
import time:     43049 |      43049 |                 scipy.stats._distr_params
import time:     26216 |      26216 |                 scipy.integrate._quadrature
import time:     23019 |      23019 |                   scipy.integrate._odepack
import time:     22270 |      45289 |                 scipy.integrate._odepack_py
import time:     26002 |      26002 |                   scipy.integrate._quadpack
import time:     49048 |      75049 |                 scipy.integrate._quadpack_py
import time:     36877 |      36877 |                   scipy.integrate._vode
import time:      1613 |       1613 |                   scipy.integrate._dop
import time:      2065 |       2065 |                   scipy.integrate._lsoda
import time:      2396 |      42951 |                 scipy.integrate._ode
import time:      6400 |       6400 |                 scipy.integrate._bvp
import time:     53767 |      53767 |                       scipy.integrate._ivp.common
import time:     29420 |      29420 |                       scipy.integrate._ivp.base
import time:      1435 |      84621 |                     scipy.integrate._ivp.bdf
import time:     53770 |      53770 |                     scipy.integrate._ivp.radau
import time:      1379 |       1379 |                       scipy.integrate._ivp.dop853_coefficients
import time:     31293 |      32671 |                     scipy.integrate._ivp.rk
import time:      1719 |       1719 |                     scipy.integrate._ivp.lsoda
import time:      1805 |     174585 |                   scipy.integrate._ivp.ivp
import time:      1771 |     176356 |                 scipy.integrate._ivp
import time:      2313 |       2313 |                 scipy.integrate._quad_vec
import time:     55453 |      55453 |                   scipy._lib._elementwise_iterative_method
import time:      2195 |      57647 |                 scipy.integrate._tanhsinh
import time:     43212 |      43212 |                     scipy.integrate._rules._base
import time:     64098 |      64098 |                     scipy.integrate._rules._genz_malik
import time:     49159 |      49159 |                       scipy.integrate._rules._gauss_legendre
import time:     58579 |     107738 |                     scipy.integrate._rules._gauss_kronrod
import time:     45028 |     260074 |                   scipy.integrate._rules
import time:     41807 |     301881 |                 scipy.integrate._cubature
import time:     61498 |      61498 |                 scipy.integrate._lebedev
import time:     59288 |      59288 |                 scipy.integrate.dop
import time:     59535 |      59535 |                 scipy.integrate.lsoda
import time:     54612 |      54612 |                 scipy.integrate.vode
import time:     68922 |      68922 |                 scipy.integrate.odepack
import time:     55962 |      55962 |                 scipy.integrate.quadpack
import time:     57255 |      57255 |                 scipy.stats._finite_differences
import time:     51986 |      51986 |                 scipy.stats._constants
import time:     62719 |      62719 |                 scipy.stats._censored_data
import time:     72911 |    1381830 |               scipy.stats._distn_infrastructure
import time:     60560 |      60560 |                   scipy.special.cython_special
import time:      2145 |      62705 |                 scipy.stats._stats
import time:      3303 |       3303 |                 scipy.stats._tukeylambda_stats
import time:     53828 |      53828 |                 scipy.stats._ksstats
import time:    455892 |     575726 |               scipy.stats._continuous_distns
import time:     29150 |      29150 |                 scipy.stats._biasedurn
import time:     30836 |      30836 |                 scipy.stats._stats_pythran
import time:     80925 |     140910 |               scipy.stats._discrete_distns
import time:     26859 |      26859 |                 scipy.stats._levy_stable.levyst
import time:     62809 |      89668 |               scipy.stats._levy_stable
import time:      1732 |       1732 |                 scipy.stats._axis_nan_policy
import time:     67704 |      69435 |               scipy.stats._entropy
import time:     26765 |    2284332 |             scipy.stats.distributions
import time:     56832 |      56832 |               scipy._lib._bunch
import time:     84668 |      84668 |               scipy.stats._stats_mstats_common
import time:     28176 |     169675 |             scipy.stats._mstats_basic
import time:     47406 |      47406 |               scipy.stats._common
import time:     50455 |      97861 |             scipy.stats._hypotests
import time:     78049 |      78049 |             scipy.stats._resampling
import time:     25899 |      25899 |             scipy.stats._binomtest
import time:    246295 |    2902109 |           scipy.stats._stats_py
import time:     27017 |      27017 |           scipy.stats._variation
import time:     26549 |      26549 |             scipy.stats._ansari_swilk_statistics
import time:     44881 |      44881 |             scipy.stats._wilcoxon
import time:      5797 |       5797 |             scipy.stats._fit
import time:     27378 |      27378 |               scipy.stats._relative_risk
import time:     50224 |      50224 |               scipy.stats._crosstab
import time:      2529 |       2529 |               scipy.stats._odds_ratio
import time:     25997 |     106127 |             scipy.stats.contingency
import time:     48698 |     232050 |           scipy.stats._morestats
import time:     27583 |      27583 |                 scipy.sparse.csgraph._laplacian
import time:      1536 |       1536 |                     scipy.sparse.csgraph._tools
import time:      1414 |       2949 |                   scipy.sparse.csgraph._validation
import time:      2143 |       5092 |                 scipy.sparse.csgraph._shortest_path
import time:      1807 |       1807 |                 scipy.sparse.csgraph._traversal
import time:      1439 |       1439 |                 scipy.sparse.csgraph._min_spanning_tree
import time:      1457 |       1457 |                 scipy.sparse.csgraph._flow
import time:      1427 |       1427 |                 scipy.sparse.csgraph._matching
import time:     28509 |      28509 |                 scipy.sparse.csgraph._reordering
import time:     20368 |      87680 |               scipy.sparse.csgraph
import time:     30214 |      30214 |               scipy.stats._sobol
import time:     44361 |      44361 |               scipy.stats._qmc_cy
import time:      4989 |     167242 |             scipy.stats._qmc
import time:     47847 |     215089 |           scipy.stats._multicomp
import time:     46682 |      46682 |           scipy.stats._binned_statistic
import time:      1737 |       1737 |               scipy.stats._covariance
import time:     36673 |      36673 |                 scipy.stats._rcont.rcont
import time:      1150 |      37823 |               scipy.stats._rcont
import time:     24374 |      24374 |                 scipy.stats._qmvnt_cy
import time:     65667 |      90041 |               scipy.stats._qmvnt
import time:     11117 |     140716 |             scipy.stats._multivariate
import time:      1964 |     142679 |           scipy.stats._kde
import time:      1256 |       1256 |             scipy.stats._mstats_extras
import time:      1669 |       2924 |           scipy.stats.mstats
import time:      1291 |       1291 |           scipy.stats.qmc
import time:     25490 |      25490 |           scipy.stats._page_trend_test
import time:     49649 |      49649 |           scipy.stats._mannwhitneyu
import time:     28451 |      28451 |           scipy.stats._bws_test
import time:     45908 |      45908 |           scipy.stats._sensitivity_analysis
import time:     46823 |      46823 |           scipy.stats._survival
import time:      2487 |       2487 |             scipy.optimize._bracket
import time:     22485 |      22485 |             scipy.optimize._chandrupatla
import time:     38287 |      38287 |             scipy.stats._probability_distribution
import time:     55973 |     119230 |           scipy.stats._distribution_infrastructure
import time:    108904 |     108904 |           scipy.stats._new_distributions
import time:     44540 |      44540 |           scipy.stats._mgc
import time:     45777 |      45777 |           scipy.stats._correlation
import time:     81353 |      81353 |           scipy.stats._quantile
import time:      1384 |       1384 |           scipy.stats.biasedurn
import time:      1117 |       1117 |           scipy.stats.kde
import time:      2715 |       2715 |           scipy.stats.morestats
import time:      1138 |       1138 |           scipy.stats.mstats_basic
import time:      1005 |       1005 |           scipy.stats.mstats_extras
import time:      1021 |       1021 |           scipy.stats.mvn
import time:      1004 |       1004 |           scipy.stats.stats
import time:     46220 |    4225703 |         scipy.stats
import time:     20678 |      20678 |         scipy.signal._peak_finding_utils
import time:     46692 |    4333593 |       scipy.signal._peak_finding
import time:     19337 |      19337 |       scipy.signal._czt
import time:     19899 |    5935382 |     scipy.signal._signal_api
import time:      1731 |       1731 |     scipy.signal._delegators
import time:     26834 |    5963947 |   scipy.signal._support_alternative_backends
